batch_id,test_date,drug_id,drug_name,supplier_id,supplier_name,purity_pct,contamination_ppm,dissolution_min,moisture_pct,sterility_pass,overall_pass,quality_trend
BAT01951,2023-09-15,DRG013,Omeprazole,SUP025,Lupin API Division,89.41,5.65,33.8,1.53,True,False,stable
BAT01370,2023-09-16,DRG001,Lisinopril,SUP015,Polpharma API Poland,90.56,3.77,36.0,1.44,True,False,stable
BAT01198,2023-09-16,DRG015,Sertraline HCl,SUP010,Novartis API GmbH,98.21,1.18,32.2,1.95,True,True,stable
BAT00067,2023-09-17,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,89.23,6.05,37.4,1.48,True,False,stable
BAT01723,2023-09-17,DRG018,Cetirizine HCl,SUP020,Teva API Israel,92.87,3.14,35.3,1.14,True,False,stable
BAT01857,2023-09-17,DRG015,Sertraline HCl,SUP024,Fermion Oy Finland,94.59,1.96,29.6,1.92,True,False,stable
BAT01477,2023-09-18,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,91.68,4.21,38.1,1.38,True,False,stable
BAT00377,2023-09-18,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,92.54,4.19,27.5,1.48,True,False,stable
BAT01775,2023-09-18,DRG014,Pantoprazole Sodium,SUP021,Aspen Pharmacare API,86.44,6.65,36.4,1.76,True,False,stable
BAT00018,2023-09-19,DRG001,Lisinopril,SUP001,Aurobindo API Ltd,87.8,6.52,37.4,1.48,True,False,stable
BAT01968,2023-09-19,DRG018,Cetirizine HCl,SUP025,Lupin API Division,88.26,5.36,34.5,1.35,True,False,stable
BAT01222,2023-09-20,DRG006,Ibuprofen,SUP011,BASF Pharma Solutions,96.47,1.71,33.8,2.09,True,True,stable
BAT00907,2023-09-20,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,84.4,8.26,41.9,2.0,True,False,stable
BAT00742,2023-09-21,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,82.11,8.21,35.6,1.72,True,False,stable
BAT00498,2023-09-22,DRG018,Cetirizine HCl,SUP004,Laurus Labs Synthesis,80.0,11.51,47.0,3.26,True,False,declining
BAT01135,2023-09-22,DRG005,Glimepiride,SUP010,Novartis API GmbH,96.0,1.74,29.1,1.16,True,True,stable
BAT00404,2023-09-22,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,91.15,4.39,32.3,0.94,True,False,stable
BAT00515,2023-09-23,DRG002,Amlodipine Besylate,SUP005,Divi's Laboratories API,92.16,3.54,35.5,1.85,True,False,stable
BAT00036,2023-09-24,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,86.95,5.95,33.5,1.43,True,False,stable
BAT00355,2023-09-25,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,91.06,4.01,31.1,1.95,True,False,stable
BAT00871,2023-09-25,DRG014,Pantoprazole Sodium,SUP007,Huahai Pharmaceutical API,80.0,14.68,46.6,2.87,True,False,declining
BAT01735,2023-09-25,DRG006,Ibuprofen,SUP021,Aspen Pharmacare API,86.67,6.38,33.9,2.27,True,False,stable
BAT00644,2023-09-26,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,91.69,3.6,30.3,2.0,True,False,stable
BAT00645,2023-09-26,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,92.63,3.32,29.7,1.77,True,False,stable
BAT00943,2023-09-28,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,84.04,8.38,34.1,1.8,True,False,stable
BAT01082,2023-09-28,DRG010,Ciprofloxacin HCl,SUP009,Shandong Xinhua API,81.79,9.04,35.7,1.88,True,False,stable
BAT00623,2023-09-29,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,93.12,3.67,32.9,1.6,True,False,stable
BAT00587,2023-10-01,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,92.84,3.4,30.8,1.4,True,False,stable
BAT01354,2023-10-02,DRG013,Omeprazole,SUP014,Euroapi France,94.44,3.09,36.9,2.2,True,False,stable
BAT00743,2023-10-02,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,82.8,8.77,37.5,1.53,True,False,stable
BAT00068,2023-10-02,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,88.34,5.98,41.2,1.71,False,False,stable
BAT00797,2023-10-03,DRG018,Cetirizine HCl,SUP006,Zhejiang Pharma Chemical,83.25,8.58,37.9,1.98,True,False,stable
BAT01585,2023-10-04,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,98.25,0.63,30.5,1.62,True,True,stable
BAT00316,2023-10-04,DRG005,Glimepiride,SUP003,Dr Reddy's API Division,91.62,4.9,36.8,1.25,True,False,stable
BAT00744,2023-10-05,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,81.51,8.43,34.9,2.0,True,False,stable
BAT01969,2023-10-05,DRG018,Cetirizine HCl,SUP025,Lupin API Division,90.02,5.76,31.4,2.04,True,False,stable
BAT01430,2023-10-06,DRG006,Ibuprofen,SUP015,Polpharma API Poland,93.05,4.24,35.8,1.45,True,False,stable
BAT01478,2023-10-06,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,91.0,4.15,31.2,1.99,True,False,stable
BAT01586,2023-10-07,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,97.29,1.45,38.0,1.39,True,True,stable
BAT01182,2023-10-07,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,96.34,1.73,29.6,1.61,True,True,stable
BAT00854,2023-10-07,DRG007,Acetaminophen (Paracetamol),SUP007,Huahai Pharmaceutical API,80.0,13.47,49.7,2.97,True,False,declining
BAT01567,2023-10-08,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,96.58,1.82,32.9,1.51,True,True,stable
BAT01802,2023-10-08,DRG007,Acetaminophen (Paracetamol),SUP022,Cristalia Brazil API,80.0,11.2,57.2,3.26,False,False,declining
BAT00531,2023-10-08,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,93.96,2.96,30.5,1.37,True,False,stable
BAT01338,2023-10-09,DRG008,Amoxicillin Trihydrate,SUP014,Euroapi France,93.86,3.46,30.9,1.8,True,False,stable
BAT01687,2023-10-09,DRG009,Azithromycin,SUP020,Teva API Israel,93.17,3.52,35.4,1.92,True,False,stable
BAT00125,2023-10-09,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,87.25,6.06,37.8,2.07,True,False,stable
BAT00212,2023-10-10,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,88.81,5.15,32.8,2.0,True,False,stable
BAT00444,2023-10-10,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,80.0,11.71,49.0,2.95,True,False,declining
BAT01724,2023-10-10,DRG018,Cetirizine HCl,SUP020,Teva API Israel,93.17,2.68,29.5,1.8,True,False,stable
BAT00166,2023-10-10,DRG001,Lisinopril,SUP002,Cipla Chemical Works,90.88,4.88,33.9,1.5,True,False,stable
BAT01587,2023-10-10,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,96.72,1.16,30.0,1.61,True,True,stable
BAT00317,2023-10-11,DRG005,Glimepiride,SUP003,Dr Reddy's API Division,91.32,4.08,32.6,2.04,True,False,stable
BAT01065,2023-10-11,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,80.47,9.39,40.3,2.08,True,False,stable
BAT00378,2023-10-13,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,90.44,4.69,36.4,1.59,True,False,stable
BAT01223,2023-10-13,DRG006,Ibuprofen,SUP011,BASF Pharma Solutions,94.66,1.49,31.8,1.84,True,False,stable
BAT00405,2023-10-13,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,90.97,4.39,31.6,1.86,True,False,stable
BAT00431,2023-10-13,DRG004,Metformin HCl,SUP004,Laurus Labs Synthesis,80.0,11.86,41.2,2.8,False,False,declining
BAT00445,2023-10-14,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,80.0,12.13,49.2,3.19,False,False,declining
BAT01952,2023-10-16,DRG013,Omeprazole,SUP025,Lupin API Division,89.01,5.86,43.1,1.54,True,False,stable
BAT01776,2023-10-16,DRG014,Pantoprazole Sodium,SUP021,Aspen Pharmacare API,86.05,6.94,34.1,2.32,True,False,stable
BAT01489,2023-10-16,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,98.9,1.09,32.2,1.76,True,True,stable
BAT01210,2023-10-16,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,96.09,1.45,31.9,1.56,True,True,stable
BAT00379,2023-10-17,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,91.01,4.27,34.0,2.12,True,False,stable
BAT00944,2023-10-17,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,84.05,8.29,36.5,1.87,True,False,stable
BAT01725,2023-10-18,DRG018,Cetirizine HCl,SUP020,Teva API Israel,92.64,3.14,34.5,1.73,True,False,stable
BAT00213,2023-10-18,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,91.96,4.73,38.3,1.68,True,False,stable
BAT01463,2023-10-18,DRG014,Pantoprazole Sodium,SUP015,Polpharma API Poland,89.83,4.46,36.0,1.7,True,False,stable
BAT00248,2023-10-19,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,89.16,4.74,36.0,1.97,True,False,stable
BAT00105,2023-10-19,DRG010,Ciprofloxacin HCl,SUP001,Aurobindo API Ltd,88.87,5.77,31.4,1.51,True,False,stable
BAT01066,2023-10-19,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,80.26,9.97,36.6,1.54,True,False,stable
BAT01648,2023-10-19,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,92.58,3.66,32.3,2.13,True,False,stable
BAT00982,2023-10-20,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,83.01,8.54,39.5,1.73,True,False,stable
BAT01211,2023-10-20,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,97.22,0.99,29.2,1.69,True,True,stable
BAT00838,2023-10-22,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,80.0,14.12,49.2,2.72,True,False,declining
BAT00945,2023-10-22,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,84.32,7.94,33.4,1.71,True,False,stable
BAT01067,2023-10-23,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,81.09,9.4,39.5,2.01,True,False,stable
BAT01029,2023-10-24,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,81.09,9.7,34.6,1.33,True,False,stable
BAT00278,2023-10-24,DRG016,Escitalopram Oxalate,SUP002,Cipla Chemical Works,89.32,5.02,29.3,1.48,True,False,stable
BAT01212,2023-10-24,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,96.66,2.06,32.9,1.79,True,True,stable
BAT01490,2023-10-26,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,97.29,0.75,31.1,1.16,True,True,stable
BAT00885,2023-10-26,DRG001,Lisinopril,SUP008,CSPC Pharma Intermediates,83.68,8.34,31.1,1.51,True,False,stable
BAT01479,2023-10-26,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,90.71,4.41,29.8,1.2,True,False,stable
BAT00214,2023-10-26,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,89.8,5.17,33.5,2.42,True,False,stable
BAT00089,2023-10-26,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,87.83,6.07,33.6,1.56,True,False,stable
BAT01649,2023-10-27,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,92.68,3.54,32.1,1.47,True,False,stable
BAT01882,2023-10-27,DRG001,Lisinopril,SUP025,Lupin API Division,88.77,6.4,35.7,1.97,True,False,stable
BAT01449,2023-10-28,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,91.18,4.78,34.4,1.64,True,False,stable
BAT00966,2023-10-28,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,83.83,7.65,35.9,1.65,True,False,stable
BAT01926,2023-10-29,DRG006,Ibuprofen,SUP025,Lupin API Division,89.46,5.32,30.3,1.88,True,False,stable
BAT01249,2023-10-29,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,96.05,1.93,26.8,1.45,True,True,stable
BAT01953,2023-10-30,DRG013,Omeprazole,SUP025,Lupin API Division,90.33,6.13,36.5,2.11,True,False,stable
BAT01756,2023-10-30,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,86.01,6.27,35.3,1.7,True,False,stable
BAT01629,2023-10-31,DRG001,Lisinopril,SUP020,Teva API Israel,93.77,3.08,34.9,1.72,True,False,stable
BAT00785,2023-10-31,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,83.11,8.51,31.4,1.91,True,False,stable
BAT00922,2023-10-31,DRG006,Ibuprofen,SUP008,CSPC Pharma Intermediates,82.28,7.84,31.3,1.57,True,False,stable
BAT01326,2023-10-31,DRG005,Glimepiride,SUP014,Euroapi France,93.84,2.94,39.1,1.82,True,False,stable
BAT01355,2023-11-01,DRG013,Omeprazole,SUP014,Euroapi France,93.25,2.8,31.3,1.24,True,False,stable
BAT01688,2023-11-01,DRG009,Azithromycin,SUP020,Teva API Israel,91.51,3.51,31.2,1.22,True,False,stable
BAT00763,2023-11-02,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,83.11,8.48,38.9,2.38,True,False,stable
BAT01083,2023-11-02,DRG010,Ciprofloxacin HCl,SUP009,Shandong Xinhua API,81.88,9.71,35.7,1.64,True,False,stable
BAT00745,2023-11-03,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,82.48,8.62,38.6,2.16,True,False,stable
BAT01213,2023-11-03,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,97.67,1.06,32.0,1.47,True,True,stable
BAT01689,2023-11-05,DRG009,Azithromycin,SUP020,Teva API Israel,92.51,3.43,31.7,1.65,True,False,stable
BAT01450,2023-11-05,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,91.42,4.6,31.3,1.97,True,False,stable
BAT00646,2023-11-06,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,93.33,3.14,29.5,1.47,True,False,stable
BAT00499,2023-11-09,DRG018,Cetirizine HCl,SUP004,Laurus Labs Synthesis,80.0,12.18,44.6,2.7,True,False,declining
BAT00336,2023-11-09,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,91.54,3.95,33.0,1.34,True,False,stable
BAT00839,2023-11-10,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,80.0,14.55,48.9,3.1,True,False,declining
BAT01112,2023-11-10,DRG003,Atorvastatin Calcium,SUP010,Novartis API GmbH,96.86,1.48,32.2,1.31,True,True,stable
BAT01158,2023-11-10,DRG009,Azithromycin,SUP010,Novartis API GmbH,95.48,1.52,33.2,1.29,True,True,stable
BAT00249,2023-11-10,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,90.86,5.1,34.8,2.11,True,False,stable
BAT00380,2023-11-10,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,91.63,4.47,37.4,1.94,True,False,stable
BAT01006,2023-11-11,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,84.09,7.75,35.9,1.8,True,False,stable
BAT01927,2023-11-11,DRG006,Ibuprofen,SUP025,Lupin API Division,88.12,5.43,32.5,1.46,True,False,stable
BAT00106,2023-11-11,DRG010,Ciprofloxacin HCl,SUP001,Aurobindo API Ltd,86.6,5.67,32.5,1.65,True,False,stable
BAT01043,2023-11-11,DRG006,Ibuprofen,SUP009,Shandong Xinhua API,82.06,9.72,44.7,1.65,True,False,stable
BAT00983,2023-11-11,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,84.09,7.89,31.1,1.75,True,False,stable
BAT00337,2023-11-12,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,90.63,4.24,37.0,1.27,True,False,stable
BAT00798,2023-11-12,DRG018,Cetirizine HCl,SUP006,Zhejiang Pharma Chemical,84.12,8.38,38.9,1.58,True,False,stable
BAT01306,2023-11-12,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,97.38,1.08,30.9,1.2,True,True,stable
BAT00446,2023-11-14,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,80.0,12.22,45.8,3.03,False,False,declining
BAT01907,2023-11-14,DRG004,Metformin HCl,SUP025,Lupin API Division,88.19,5.75,31.3,1.48,True,False,stable
BAT00318,2023-11-14,DRG005,Glimepiride,SUP003,Dr Reddy's API Division,90.83,4.93,34.6,1.44,True,False,stable
BAT00302,2023-11-14,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,90.24,4.61,32.6,1.39,True,False,stable
BAT01159,2023-11-15,DRG009,Azithromycin,SUP010,Novartis API GmbH,96.89,1.35,33.0,1.68,True,True,stable
BAT00145,2023-11-15,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,87.74,6.35,35.5,1.78,True,False,stable
BAT01531,2023-11-16,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,97.69,1.0,30.5,1.94,True,True,stable
BAT00967,2023-11-16,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,85.12,7.86,36.9,2.41,True,False,stable
BAT00746,2023-11-17,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,84.97,8.36,33.1,1.86,True,False,stable
BAT00338,2023-11-17,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,91.61,4.8,36.0,1.47,True,False,stable
BAT00764,2023-11-18,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,83.06,8.48,36.4,1.93,False,False,stable
BAT01707,2023-11-18,DRG013,Omeprazole,SUP020,Teva API Israel,92.29,3.88,35.7,1.51,True,False,stable
BAT00126,2023-11-19,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,88.29,6.5,28.7,2.01,True,False,stable
BAT01030,2023-11-20,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,80.64,8.91,34.3,1.95,True,False,stable
BAT01136,2023-11-20,DRG005,Glimepiride,SUP010,Novartis API GmbH,97.73,1.99,32.2,1.48,True,True,stable
BAT00215,2023-11-21,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,90.46,5.0,32.3,1.37,True,False,stable
BAT01708,2023-11-22,DRG013,Omeprazole,SUP020,Teva API Israel,91.78,4.0,31.5,1.43,True,False,stable
BAT01371,2023-11-23,DRG001,Lisinopril,SUP015,Polpharma API Poland,91.06,4.65,31.8,2.26,True,False,stable
BAT01757,2023-11-24,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,85.73,6.05,32.0,1.65,True,False,stable
BAT01568,2023-11-26,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,97.11,1.76,28.9,1.34,True,True,stable
BAT00984,2023-11-26,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,83.69,7.68,41.2,1.65,True,False,stable
BAT00968,2023-11-26,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,84.2,8.1,39.7,2.14,True,False,stable
BAT01970,2023-11-27,DRG018,Cetirizine HCl,SUP025,Lupin API Division,88.19,5.09,33.0,1.95,True,False,stable
BAT00565,2023-11-28,DRG011,Salbutamol Sulfate,SUP005,Divi's Laboratories API,93.6,3.74,31.1,1.92,True,False,stable
BAT01532,2023-12-01,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,97.69,0.89,27.4,1.86,True,True,stable
BAT01007,2023-12-01,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,82.76,8.13,34.5,2.21,True,False,stable
BAT01404,2023-12-01,DRG004,Metformin HCl,SUP015,Polpharma API Poland,91.79,4.42,32.6,1.44,True,False,stable
BAT01261,2023-12-01,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,94.99,1.97,28.6,0.82,True,False,stable
BAT00168,2023-12-02,DRG001,Lisinopril,SUP002,Cipla Chemical Works,90.98,5.43,34.5,1.42,True,False,stable
BAT01569,2023-12-02,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,97.16,1.7,31.4,1.41,True,True,stable
BAT00167,2023-12-02,DRG001,Lisinopril,SUP002,Cipla Chemical Works,89.77,4.58,38.0,1.63,True,False,stable
BAT00169,2023-12-03,DRG001,Lisinopril,SUP002,Cipla Chemical Works,89.56,4.92,37.4,2.25,True,False,stable
BAT00647,2023-12-03,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,92.28,4.01,36.8,1.66,True,False,stable
BAT01405,2023-12-03,DRG004,Metformin HCl,SUP015,Polpharma API Poland,90.66,4.44,32.9,2.2,True,False,stable
BAT01668,2023-12-04,DRG005,Glimepiride,SUP020,Teva API Israel,92.19,3.52,36.1,1.87,True,False,stable
BAT01608,2023-12-04,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,96.53,1.19,36.4,1.27,True,True,stable
BAT00037,2023-12-05,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,89.42,5.54,37.9,1.99,True,False,stable
BAT00661,2023-12-05,DRG001,Lisinopril,SUP006,Zhejiang Pharma Chemical,82.68,8.74,35.2,1.55,True,False,stable
BAT00908,2023-12-05,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,82.85,8.12,35.6,1.81,True,False,stable
BAT01908,2023-12-06,DRG004,Metformin HCl,SUP025,Lupin API Division,89.6,5.22,32.1,2.25,True,False,stable
BAT00516,2023-12-07,DRG002,Amlodipine Besylate,SUP005,Divi's Laboratories API,93.34,3.16,33.0,1.68,True,False,stable
BAT01709,2023-12-08,DRG013,Omeprazole,SUP020,Teva API Israel,93.54,3.52,32.9,1.98,False,False,stable
BAT01084,2023-12-08,DRG010,Ciprofloxacin HCl,SUP009,Shandong Xinhua API,82.26,9.96,36.7,1.46,True,False,stable
BAT01288,2023-12-09,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,98.47,1.07,35.3,1.79,True,True,stable
BAT01224,2023-12-09,DRG006,Ibuprofen,SUP011,BASF Pharma Solutions,96.64,2.44,28.3,1.26,True,True,stable
BAT01214,2023-12-09,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,96.6,1.67,32.4,1.33,True,True,stable
BAT00381,2023-12-12,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,91.13,4.25,30.7,1.58,True,False,stable
BAT00624,2023-12-14,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,93.46,3.44,29.7,1.81,True,False,stable
BAT01954,2023-12-14,DRG013,Omeprazole,SUP025,Lupin API Division,88.33,5.77,37.5,2.1,True,False,stable
BAT00467,2023-12-14,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,80.0,12.62,50.6,3.97,True,False,declining
BAT01650,2023-12-14,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,94.46,3.28,31.2,1.43,True,False,stable
BAT01883,2023-12-15,DRG001,Lisinopril,SUP025,Lupin API Division,88.85,5.28,35.6,1.9,True,False,stable
BAT01651,2023-12-15,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,92.71,3.04,29.9,1.65,True,False,stable
BAT01289,2023-12-15,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,98.33,0.57,27.6,1.29,True,True,stable
BAT01262,2023-12-16,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,94.6,2.39,32.9,1.86,True,False,stable
BAT01183,2023-12-16,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,96.49,1.85,32.3,1.65,True,True,stable
BAT00482,2023-12-16,DRG014,Pantoprazole Sodium,SUP004,Laurus Labs Synthesis,80.0,12.09,51.6,3.62,True,False,declining
BAT01570,2023-12-17,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,98.38,1.72,28.9,1.43,True,True,stable
BAT01971,2023-12-17,DRG018,Cetirizine HCl,SUP025,Lupin API Division,88.56,5.63,36.8,1.88,True,False,stable
BAT00468,2023-12-18,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,80.0,12.18,49.2,3.26,True,False,declining
BAT00216,2023-12-18,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,90.56,5.26,35.3,1.93,True,False,stable
BAT01972,2023-12-19,DRG018,Cetirizine HCl,SUP025,Lupin API Division,89.89,5.46,33.7,1.3,True,False,stable
BAT00406,2023-12-19,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,90.33,4.36,30.5,1.86,True,False,stable
BAT01199,2023-12-19,DRG015,Sertraline HCl,SUP010,Novartis API GmbH,97.39,1.68,33.4,1.02,True,True,stable
BAT00266,2023-12-20,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,90.75,4.87,36.4,2.17,True,False,stable
BAT00532,2023-12-21,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,93.05,3.94,36.7,1.53,True,False,stable
BAT01858,2023-12-21,DRG015,Sertraline HCl,SUP024,Fermion Oy Finland,94.32,1.77,31.3,1.79,True,False,stable
BAT00090,2023-12-22,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,89.29,5.95,43.4,1.53,True,False,stable
BAT00969,2023-12-22,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,84.21,7.35,37.1,1.52,True,False,stable
BAT00821,2023-12-22,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,14.92,47.7,4.11,True,False,declining
BAT00432,2023-12-23,DRG004,Metformin HCl,SUP004,Laurus Labs Synthesis,80.0,11.7,46.4,3.63,True,False,declining
BAT00872,2023-12-23,DRG014,Pantoprazole Sodium,SUP007,Huahai Pharmaceutical API,80.0,15.11,50.9,3.52,True,False,declining
BAT01008,2023-12-26,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,84.83,8.07,32.4,1.88,True,False,stable
BAT00946,2023-12-26,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,83.28,8.11,36.1,1.56,True,False,stable
BAT00947,2023-12-27,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,82.71,7.71,35.6,1.08,True,False,stable
BAT00356,2023-12-27,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,91.29,5.02,34.2,1.58,True,False,stable
BAT00533,2023-12-27,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,93.38,2.72,30.7,1.45,True,False,stable
BAT00711,2023-12-29,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,83.87,8.45,41.7,1.5,True,False,stable
BAT00534,2023-12-30,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,92.94,3.63,36.7,1.66,True,False,stable
